City,State,Zip,Latitude,Longitude,Timezone,DST
Clarkson,KY,42726,37.429456,-86.16448,-6,1
Birmingham,AL,35218,33.506456,-86.89524,-6,1
Bradford,RI,2808,41.402009,-71.74785,-5,1
Bryant Pond,ME,4219,44.386951,-70.63082,-5,1
Twin Peaks,CA,92391,34.839964,-115.967051,-8,1
Los Angeles,CA,90036,34.07036,-118.34926,-8,1
Boulevard,CA,91905,32.672239,-116.31497,-8,1
Montgomery,TX,77316,30.329017,-95.64985,-6,1
Carter,OK,73627,35.215997,-99.47006,-6,1
Lafayette,LA,70501,30.2334,-92.00959,-6,1
Santa Cruz,CA,95061,37.007399,-122.075125,-8,1
Branch,LA,70516,30.365586,-92.30363,-6,1
Chase,LA,71324,32.138935,-91.691899,-6,1
Ruthville,VA,23147,37.37956,-77.034752,-5,1
Fort Eustis,VA,23604,37.144943,-76.58677,-5,1
Dennis Port,MA,2369,41.662531,-70.14021,-5,1
Bishop,VA,24604,37.201022,-81.53963,-5,1
Belfast,ME,4915,44.445295,-69.02257,-5,1
Montana Mines,WV,26586,39.525505,-80.10866,-5,1
Gulf,NC,27256,35.562184,-79.28751,-5,1
Mount Pleasant,NC,28124,35.407499,-80.41228,-5,1
Newburgh,NY,12551,41.387822,-74.354699,-5,1
King And Queen Court Hous,VA,23085,37.711368,-76.85843,-5,1
Norfolk,VA,23501,36.895911,-76.208521,-5,1
Kingston,NH,3848,42.923643,-71.06236,-5,1
Farmington,DE,19942,38.868387,-75.57907,-5,1
Blue Jay,WV,25816,37.735161,-81.136328,-5,1
Olney,MD,20832,39.155449,-77.07487,-5,1
Grapevine,TX,76099,32.771419,-97.291484,-6,1
Scotland Neck,NC,27874,36.128851,-77.41983,-5,1
Charlotte,NC,28201,35.26002,-80.804151,-5,1
Adrian,MO,64720,38.40388,-94.34512,-6,1
Barnesville,NC,28319,34.595364,-79.197058,-5,1
West Chester,PA,19380,39.983108,-75.59332,-5,1
Womelsdorf,PA,19567,40.373285,-76.20054,-5,1
North Clarendon,VT,5759,43.553904,-72.96168,-5,1
Riverside,NJ,8370,39.862433,-74.725079,-5,1
Ellenburg,NY,12933,44.881962,-73.963279,-5,1
Georgetown,TN,37336,35.308786,-84.93042,-5,1
Pleasant Valley,NY,12569,41.746469,-73.80414,-5,1
Tiptonville,KY,38079,36.513386,-89.50472,-6,1
Niagara Falls,NY,14302,43.32684,-78.830681,-5,1
Benton,MS,39039,32.832943,-90.21951,-6,1
Carmel,ME,4419,44.7896,-69.00587,-5,1
Staten Island,NY,10303,40.629448,-74.16239,-5,1
Orono,ME,4469,45.002798,-68.63343,-5,1
Wingdale,NY,12594,41.646584,-73.56209,-5,1
Oakman,AL,35579,33.673236,-87.37169,-6,1
Nedrow,NY,13120,42.950501,-76.15797,-5,1
Memphis,TN,38197,35.201738,-89.971538,-6,1
Vassalboro,ME,4989,44.398851,-69.65181,-5,1
Rome,OH,44085,41.6128,-80.83579,-5,1
East Sparta,OH,44626,40.695377,-81.38102,-5,1
Beaumont,TX,77725,29.847569,-94.129733,-6,1
Seven Springs,NC,28578,35.206329,-77.87444,-5,1
Heber Springs,AR,72543,35.489516,-92.02327,-6,1
Frisco,TX,75034,33.143792,-96.83938,-6,1
Grethel,KY,41631,37.479754,-82.64922,-5,1
Port Angeles,WA,98362,48.097144,-123.40628,-8,1
Arbon,ID,83212,42.514471,-112.54626,-7,1
Rush Hill,MO,65280,39.213975,-91.73545,-6,1
Cleveland,MS,38732,33.749149,-90.71329,-6,1
Rockville,IN,47872,39.758142,-87.1754,-5,0
Chariton,IA,50049,41.02891,-93.29857,-6,1
Otisville,MI,48463,43.167457,-83.52542,-5,1
Whiting,IA,51063,42.137272,-96.16648,-6,1
Lower Brule,SD,57548,44.057302,-99.54871,-6,1
Wyoming,IA,52362,42.054649,-91.00591,-6,1
West Des Moines,IA,50266,41.581181,-93.78287,-6,1
Dane,WI,53529,43.228109,-89.53605,-6,1
Montgomery,AL,36131,32.233377,-86.208528,-6,1
Granite Falls,MN,56241,44.794723,-95.56737,-6,1
Bellows Falls,VT,5101,43.156451,-72.4729,-5,1
Delia,KS,66418,39.267478,-95.94736,-6,1
Walton,KS,67151,38.13467,-97.25509,-6,1
Ocean Bluff,MA,2065,42.097219,-70.651567,-5,1
Sand Creek,MI,49279,41.791959,-84.10866,-5,1
Center Hill,FL,33514,28.654412,-81.98278,-5,1
Scioto Mills,IL,61076,42.355422,-89.667939,-6,1
Elk Garden,WV,26717,39.351231,-79.17606,-5,1
Junction City,OR,97448,44.204189,-123.2294,-8,1
Georgetown,CO,80444,39.694915,-105.7258,-7,1
Lakeland,FL,33810,28.106787,-82.01033,-5,1
Creede,CO,81130,37.705276,-106.95429,-7,1
Oradell,NJ,7610,40.951348,-74.041234,-5,1
Arnold,MO,63010,38.42727,-90.38515,-6,1
Sunflower,AL,36581,31.373999,-87.99791,-6,1
Broken Arrow,OK,74013,36.139826,-96.029725,-6,1
Industry,TX,78944,29.975083,-96.50081,-6,1
El Paso,TX,79924,31.901737,-106.41827,-7,1
Barnhart,TX,76930,31.148007,-101.18632,-6,1
Quay,NM,88433,34.916697,-103.778184,-7,1
El Paso,TX,88560,31.694842,-106.299987,-7,1
Pasadena,CA,91131,33.786594,-118.298662,-8,1
Farmington,NM,87402,36.785816,-108.14505,-7,1
De Witt,MO,64639,39.382255,-93.22876,-6,1
Lubbock,TX,79464,33.489623,-102.010895,-6,1
La Vista,NE,68128,41.183458,-96.05318,-6,1
Yucaipa,CA,92399,34.033564,-117.03776,-8,1
Wetmore,MI,49895,46.191294,-86.64901,-5,1
Bellingham,WA,98228,48.814753,-121.988548,-8,1
Eastman,WI,54626,43.217285,-91.05946,-6,1
Evansville,IN,47741,37.997128,-87.574963,-6,1
Springfield,IL,62716,39.848201,-89.536369,-6,1
Akron,OH,44372,41.128705,-81.53999,-5,1
Hughes,AR,72348,34.935197,-90.44153,-6,1
Indianapolis,IN,46275,39.779492,-86.132837,-5,0
El Paso,TX,79986,31.694842,-106.299987,-7,1
Leland,IA,50453,43.363881,-93.6468,-6,1
Windom,MN,56101,43.870469,-95.13275,-6,1
Tuscaloosa,AL,35404,33.217168,-87.49461,-6,1
Amenia,ND,58004,47.028291,-97.25029,-6,1
Sonnette,MT,59348,45.365698,-105.95632,-7,1
State College,PA,16804,40.972229,-77.760172,-5,1
Olney,MT,59927,48.595224,-114.70843,-7,1
Pinellas Park,FL,33781,27.839802,-82.71094,-5,1
Techny,IL,60082,42.116377,-87.812064,-6,1
Long Island,VA,24569,37.041512,-79.1278,-5,1
Ida Grove,IA,51445,42.332677,-95.46823,-6,1
Morristown,NJ,7962,40.867331,-74.578269,-5,1
New Vienna,IA,52065,42.559621,-91.10572,-6,1
Washington,DC,20069,38.893311,-77.014647,-5,1
Sherman,IL,62684,39.901588,-89.58805,-6,1
Asheville,NC,28815,35.620335,-82.528558,-5,1
Marienthal,KS,67863,38.551037,-101.22087,-6,1
Bee,NE,68314,41.009984,-97.03437,-6,1
La Fayette,NY,13084,42.883503,-76.10983,-5,1
Eagle Lake,MN,56024,44.153696,-93.86918,-6,1
Baldwin,LA,70514,29.841827,-91.54679,-6,1
Gates,NC,27937,36.501152,-76.78039,-5,1
Walsenburg,CO,81089,37.621071,-104.80456,-7,1
Grundy,VA,24614,37.296213,-82.05775,-5,1
Plummer,ID,83851,47.322203,-116.88379,-8,1
Logan,WV,25601,37.833826,-82.00011,-5,1
Meridian,CA,95957,39.070323,-121.83065,-8,1
Flat Top,WV,25841,37.557975,-81.09537,-5,1
Anchorage,AK,99513,61.214877,-149.88617,-9,1
Hazard,KY,41702,37.320076,-83.206495,-5,1
Frazier Park,CA,93225,34.815266,-119.00404,-8,1
Chalfont,PA,18914,40.282406,-75.20657,-5,1
Sacramento,CA,94244,38.377411,-121.444429,-8,1
Cary,NC,27512,35.808387,-78.839488,-5,1
Van Nuys,CA,91410,33.786594,-118.298662,-8,1
Bradford,IN,47107,38.190314,-86.115257,-5,1
Glenville,NC,28736,35.175847,-83.11146,-5,1
Miami,FL,33193,25.70028,-80.44721,-5,1
McCalla,AL,35111,33.279946,-87.10148,-6,1
Lake Panasoffkee,FL,33528,28.801617,-82.133869,-5,1
Shelbyville,KY,40065,38.211511,-85.21658,-5,1
Lee,IL,61457,40.553989,-90.355505,-6,1
Thurman,OH,45685,38.915013,-82.45326,-5,1
Pelican,LA,71063,31.920574,-93.48365,-6,1
Lebanon,OR,97355,44.527304,-122.85512,-8,1
Prairie Home,MO,65068,38.798727,-92.6068,-6,1
Brighton,MO,65617,37.436062,-93.34884,-6,1
Cassoday,KS,66842,38.018802,-96.66349,-6,1
Fresno,CA,93844,36.746375,-119.639658,-8,1
Pawnee Rock,KS,67567,38.262021,-98.97856,-6,1
Los Angeles,CA,90094,33.786594,-118.298662,-8,1
Fertile,MN,56540,47.557644,-96.26954,-6,1
Taylor,WI,54659,44.309131,-91.11676,-6,1
Bristol,SD,57219,45.278469,-97.78645,-6,1
Herreid,SD,57632,45.834848,-100.1001,-6,1
Lilbourn,MO,63862,36.588424,-89.63377,-6,1
Dayton,OH,45432,39.74035,-84.09306,-5,1
Westminster,CA,92683,33.751418,-117.99392,-8,1
Choccolocco,AL,36254,33.657349,-85.699116,-6,1
Echo Lake,CA,95721,38.823996,-120.05956,-8,1
Sharpsburg,IA,50862,40.80692,-94.64762,-6,1
Brattleboro,VT,5303,42.99467,-72.720362,-5,1
Union Grove,WI,53182,42.696322,-88.04658,-6,1
Rincon,PR,677,18.336121,-67.23675,-4,0
Ames,IA,50010,42.02933,-93.60966,-6,1
Greenleaf,WI,54126,44.291766,-88.05059,-6,1
Bairoil,WY,82322,42.180259,-107.73911,-7,1
Lewisville,ID,83431,43.694827,-112.01477,-7,1
Saint Paul,MN,55165,45.005902,-93.105869,-6,1
Elwin,IL,62532,39.777583,-88.97972,-6,1
Ostrander,OH,43061,40.285343,-83.20426,-5,1
Delphos,KS,67436,39.26795,-97.73798,-6,1
Middleton,TN,38052,35.074302,-88.90845,-6,1
Baton Rouge,LA,70826,30.51589,-91.080373,-6,1
Williamsburg,IN,47393,39.953627,-84.99542,-5,0
Arenas Valley,NM,88022,32.781205,-108.15795,-7,1
Rollins Fork,VA,22544,38.271077,-77.17261,-5,1
Wilmington,DE,19810,39.817645,-75.50242,-5,1
Merrillan,WI,54754,44.434537,-90.79473,-6,1
Thetford Center,VT,5075,43.83178,-72.27125,-5,1
Chestnut Ridge,PA,15422,39.979032,-79.81957,-5,1
Fairburn,SD,57738,43.682883,-103.24356,-7,1
Somerville,NJ,8876,40.545853,-74.63592,-5,1
Tishomingo,OK,73460,34.253452,-96.68124,-6,1
Zullinger,PA,17272,39.771372,-77.62702,-5,1
Blevins,AR,71825,33.867903,-93.57136,-6,1
Paw Creek,NC,28130,35.26002,-80.804151,-5,1
Charlotte,NC,28218,35.26002,-80.804151,-5,1
Valrico,FL,33595,27.871964,-82.438841,-5,1
East Jordan,MI,49727,45.1379,-85.12252,-5,1
Tazewell,TN,37879,36.465808,-83.52357,-5,1
Campbell Hill,IL,62916,37.933269,-89.55501,-6,1
Long Beach,MS,39560,30.356147,-89.16346,-6,1
Taunton,MN,56291,44.598116,-96.06801,-6,1
North Judson,IN,46366,41.212184,-86.77019,-5,0
Eureka,MT,59917,48.840305,-114.99727,-7,1
Cleveland,OH,44191,41.685744,-81.672797,-5,1
Greenville,SC,29606,34.849745,-82.453779,-5,1
Gilmanton,WI,54743,44.311074,-91.806396,-6,1
Mineral Wells,WV,26121,39.218276,-81.497865,-5,1
Hawkins,WI,54530,45.549336,-90.73047,-6,1
Cedar Grove,WI,53013,43.575272,-87.84597,-6,1
Palmer,TN,37365,35.375156,-85.55501,-6,1
Yuma,TN,38390,35.843868,-88.36661,-6,1
Strawberry,AR,72469,35.961971,-91.33713,-6,1
Pensacola,FL,32598,30.61428,-87.275772,-6,1
Millerton,OK,74750,33.98471,-95.01088,-6,1
Berlin Heights,OH,44814,41.323499,-82.4692,-5,1
Torbert,LA,70781,30.561065,-91.48607,-6,1
Fountaintown,IN,46130,39.680058,-85.83363,-5,0
New Paris,IN,46553,41.48922,-85.84083,-5,0
Oak Grove,MI,48863,42.603479,-83.911173,-5,1
Paducah,KY,42002,37.085511,-88.71247,-6,1
Calverton,NY,11933,40.933429,-72.74646,-5,1
Perry,MI,48872,42.807435,-84.22291,-5,1
Taftville,CT,6380,41.566298,-72.05148,-5,1
Des Moines,IA,50364,41.672687,-93.572173,-6,1
Hookstown,PA,15050,40.557889,-80.44529,-5,1
Washburn,ND,58577,47.302682,-101.04618,-6,1
Old Greenwich,CT,6870,41.033347,-73.56804,-5,1
Naperville,IL,60540,41.764779,-88.14579,-6,1
Gallagher,WV,25083,38.077863,-81.37333,-5,1
Rathdrum,ID,83858,47.818931,-116.8783,-8,1
Donie,TX,75838,31.476671,-96.22212,-6,1
Alexandria,VA,22305,38.836779,-77.06418,-5,1
Temple,TX,76505,31.036287,-97.492017,-6,1
Strasburg,VA,22641,39.076317,-78.39617,-5,1
Red Wing,CO,81066,37.730256,-105.31806,-7,1
Delmont,NJ,8314,39.219301,-74.94016,-5,1
Rancho Cucamonga,CA,91730,34.104555,-117.58734,-8,1
Queens Village,NY,11428,40.719981,-73.74127,-5,1
Santa Barbara,CA,93190,34.262834,-119.848555,-8,1
Thomasville,NC,27630,35.875344,-80.081269,-5,1
Merkel,TX,79536,32.473679,-100.02753,-6,1
Mountain,ND,58262,48.689123,-97.86695,-6,1
Woodward,OK,73802,36.543405,-99.29047,-6,1
Granite Bay,CA,95746,38.743811,-121.19013,-8,1
Tampa,FL,33620,28.062961,-82.41314,-5,1
Halsey,OR,97348,44.381732,-123.12153,-8,1
Saint Petersburg,FL,33741,27.891809,-82.724763,-5,1
Huntsville,AL,35898,34.733964,-86.522913,-6,1
Grayson,KY,41143,38.323106,-82.94997,-5,1
Stet,MO,64680,39.410971,-93.431928,-6,1
Leopold,IN,47551,38.127871,-86.558,-5,0
Evart,MI,49631,43.893894,-85.26394,-5,1
Danville,KY,40423,37.624659,-84.845767,-5,1
Mongaup Valley,NY,12762,41.676676,-74.80674,-5,1
Destrehan,LA,70047,29.969128,-90.37563,-6,1
Holly Springs,MS,38635,34.762615,-89.46092,-6,1
Rushmore,MN,56168,43.608503,-95.80946,-6,1
Sioux Falls,SD,57107,43.577696,-96.80101,-6,1
Brunswick,GA,31523,31.212705,-81.60975,-5,1
Fairfax,VA,22038,38.852849,-77.30199,-5,1
Zuni,VA,23898,36.836423,-76.83731,-5,1
Middlebury,CT,6762,41.532992,-73.11555,-5,1
Garrison,MD,21055,39.438964,-76.592139,-5,1
Elco,PA,15434,40.079185,-79.87475,-5,1
Endwell,NY,13762,42.206745,-75.74488,-5,1
Irvine,CA,92614,33.680408,-117.82592,-8,1
Penns Grove,NJ,8069,39.712593,-75.46906,-5,1
Los Altos,CA,94024,37.353741,-122.08717,-8,1
New York,NY,10101,40.780751,-73.977182,-5,1
Sacramento,CA,94263,38.377411,-121.444429,-8,1
Monte Vista,CO,81144,37.569501,-106.14946,-7,1
Porthill,ID,83853,48.953737,-116.53078,-8,1
Truckee,CA,96162,39.26599,-120.64145,-8,1
San Diego,CA,92168,33.016928,-116.846046,-8,1
Carle Place,NY,11514,40.750132,-73.61328,-5,1
Clearlake,WA,98235,48.461672,-122.23308,-8,1
North Haven,CT,6473,41.378447,-72.85897,-5,1
San Francisco,CA,94122,37.75838,-122.48478,-8,1
Laurinburg,NC,28352,34.779227,-79.45745,-5,1
Arcadia,FL,34266,27.201006,-81.87196,-5,1
Elmore,AL,36025,32.538878,-86.33358,-6,1
Shell Knob,MO,65747,36.587559,-93.58793,-6,1
Auburn,AL,36832,32.589553,-85.53991,-6,1
Bloomington,IL,61710,40.477735,-88.954174,-6,1
Washington,DC,20408,38.893311,-77.014647,-5,1
Rocksprings,TX,78880,30.065334,-100.17202,-6,1
Mannsville,NY,13661,43.714545,-76.10465,-5,1
Palo Alto,CA,94309,37.189396,-121.705327,-8,1
Spring Mount,PA,19743,40.276386,-75.462796,-5,1
Carlotta,CA,95528,40.489925,-123.97132,-8,1
Berwick,ME,3901,43.29016,-70.84559,-5,1
Wilbur,OR,97494,43.32843,-123.333177,-8,1
Trenton,NJ,8691,40.207034,-74.59364,-5,1
Midway City,CA,92655,33.745166,-117.98569,-8,1
Armonk,NY,10504,41.129908,-73.70352,-5,1
Conroe,TX,77303,30.368543,-95.40217,-6,1
Timmonsville,SC,29161,34.115691,-79.94482,-5,1
New Windsor,NY,12553,41.46359,-74.05975,-5,1
Minneapolis,MN,55483,45.015914,-93.47188,-6,1
Glennie,MI,48737,44.54684,-83.70977,-5,1
Eaton Rapids,MI,48827,42.507093,-84.6579,-5,1
Elm Grove,WI,53122,43.050762,-88.0842,-6,1
Stone Park,IL,60165,41.90158,-87.88046,-6,1
Clarissa,MN,56440,46.129933,-94.95278,-6,1
Washburn,IL,61570,40.920631,-89.29547,-6,1
Waverly,OH,45690,39.123071,-83.0009,-5,1
Scottsboro,AL,35769,34.606124,-86.06464,-6,1
Houma,LA,70369,30.285602,-92.096266,-6,1
Encino,TX,78353,26.894094,-98.21561,-6,1
Calumet,MI,49913,47.239083,-88.46121,-5,1
Deming,WA,98244,48.841442,-122.12547,-8,1
Grenada,MS,38902,33.824113,-89.794687,-6,1
Walla Walla,OR,99362,45.986775,-118.07919,-8,1
Stafford,OH,43786,39.711168,-81.275824,-5,1
Hobbs,NM,88244,32.785417,-103.433804,-7,1
Akron,OH,44315,41.027977,-81.463238,-5,1
Dupont,OH,45837,41.054934,-84.30075,-5,1
Indianapolis,IN,46218,39.805841,-86.10175,-5,0
South Fulton,TN,38257,36.483302,-88.87895,-6,1
Gwinn,MI,49841,46.299186,-87.43312,-5,1
Moselle,MS,39459,31.496211,-89.30503,-6,1
Ocala,FL,34470,29.198704,-82.10556,-5,1
West Point,KY,40179,37.998628,-85.946585,-5,1
Delong,IN,46922,41.040988,-86.206925,-5,0
Springville,IN,47462,38.967187,-86.63699,-5,0
Yakima,WA,98908,46.605303,-120.61762,-8,1
Birmingham,AL,35203,33.519055,-86.8097,-6,1
Tie Siding,WY,82084,41.024827,-105.46188,-7,1
Miami,FL,33122,25.799962,-80.31775,-5,1
Bakersfield,CA,93390,35.294405,-118.905173,-8,1
Wind Gap,PA,18091,40.835128,-75.30274,-5,1
McGill,NV,89318,39.4163,-114.77624,-8,1
Sulphur,LA,70664,30.264232,-93.326527,-6,1
Murrieta,CA,92564,33.752886,-116.055617,-8,1
Utica,NY,13505,43.087169,-75.260259,-5,1
Baton Rouge,LA,70815,30.45514,-91.06358,-6,1
Saratoga,AR,71859,33.740704,-93.91747,-6,1
Morristown,NJ,7963,40.867331,-74.578269,-5,1
Overbrook,OK,73453,34.033426,-97.24379,-6,1
Mayfield,NY,12117,43.146907,-74.23466,-5,1
Marquette,WI,53947,43.747501,-89.1405,-6,1
Pawtucket,RI,2861,41.881632,-71.35583,-5,1
Shelby,OH,44875,40.888988,-82.65598,-5,1
Plainfield,NJ,7061,40.665651,-74.299692,-5,1
Fort Wayne,IN,46866,41.093763,-85.070713,-5,0
Sykesville,PA,15865,41.049353,-78.81868,-5,1
Creston,IA,50801,41.070905,-94.38448,-6,1
Lyndon Station,WI,53944,43.705113,-89.89911,-6,1
Russellville,AL,35654,34.516472,-87.65265,-6,1
Cohagen,MT,59322,47.049949,-106.58157,-7,1
Pewee Valley,KY,40053,37.7604,-85.447393,-5,1
Corbin,KY,40702,36.937426,-84.1031,-5,1
Romeo,MI,48065,42.826805,-83.02963,-5,1
West Bloomfield,MI,48325,42.660091,-83.3863,-5,1
Remus,MI,49340,43.617313,-85.09604,-5,1
Hagerhill,KY,41222,37.780917,-82.82744,-5,1
Bayboro,NC,28515,35.176466,-76.71853,-5,1
Clyde,NC,28721,35.60089,-82.93536,-5,1
Silver Spring,PA,17575,40.064746,-76.434285,-5,1
Philadelphia,PA,19093,40.001811,-75.11787,-5,1
Monrovia,MD,21770,39.354093,-77.24861,-5,1
Theresa,NY,13691,44.216969,-75.79671,-5,1
Bible School Park,NY,13737,42.080494,-76.097288,-5,1
Castile,NY,14427,42.63529,-78.05135,-5,1
Scottsburg,NY,14545,42.664904,-77.71275,-5,1
West Clarksville,NY,14786,42.12267,-78.221332,-5,1
Oliver,PA,15472,39.916995,-79.71589,-5,1
Marchand,PA,15758,40.640031,-79.129445,-5,1
Valencia,PA,16059,40.702289,-79.93733,-5,1
Orlando,FL,32828,28.542132,-81.18404,-5,1
Merrifield,VA,22118,38.831813,-77.288755,-5,1
Alloy,WV,25002,38.129903,-81.25882,-5,1
Fairdale,WV,25839,37.776961,-81.36179,-5,1
New York,NY,10027,40.812665,-73.95499,-5,1
Bronx,NY,10464,40.857017,-73.78903,-5,1
Center Point,IA,52213,42.193727,-91.7792,-6,1
Menomonee Falls,WI,53051,43.151183,-88.11034,-6,1
Sullivan,WI,53178,43.015999,-88.59572,-6,1
Larsen,WI,54947,44.191271,-88.68846,-6,1
Rose Creek,MN,55970,43.599507,-92.83756,-6,1
Good Thunder,MN,56037,44.017609,-94.05231,-6,1
Surrey,ND,58785,48.271451,-101.11174,-6,1
Boyd,MT,59013,45.464156,-109.11927,-7,1
Morton Grove,IL,60053,42.041999,-87.78882,-6,1
Homewood,IL,60430,41.556734,-87.66464,-6,1
Arthur,NE,69121,41.569138,-101.68816,-7,1
Longview,TX,75605,32.557684,-94.74353,-6,1
Tyler,TX,75701,32.325214,-95.29467,-6,1
Gouldbusk,TX,76845,31.547652,-99.47679,-6,1
Victoria,TX,77902,28.925513,-97.100624,-6,1
Guerra,TX,78360,27.071318,-98.686327,-6,1
Irvington,IL,62848,38.436236,-89.16184,-6,1
Kansas City,MO,64126,39.092304,-94.49948,-6,1
Lake Benton,MN,56149,44.268332,-96.30822,-6,1
Mesa,AZ,85210,33.391233,-111.84129,-7,0
Tucson,AZ,85752,31.970131,-111.890713,-7,0
Vanderwagen,NM,87326,35.295558,-108.81277,-7,1
Williamsburg,NM,87942,33.095526,-107.35393,-7,1
Vacaville,CA,95696,38.34896,-121.908324,-8,1
Hayfork,CA,96041,40.524496,-123.18307,-8,1
Schofield Barracks,HI,96857,24.859832,-168.021815,-10,0
Colorado Springs,CO,80918,38.916226,-104.76602,-7,1
Los Angeles,CA,90079,33.786594,-118.298662,-8,1
Santa Fe Springs,CA,90670,33.933551,-118.06821,-8,1
Sunset Beach,CA,90742,33.718167,-118.07179,-8,1
Encino,CA,91436,34.155625,-118.48925,-8,1
Van Nuys,CA,91482,33.786594,-118.298662,-8,1
North Hollywood,CA,91606,34.185698,-118.38836,-8,1
Caliente,CA,93518,35.381552,-118.54748,-8,1
Norcross,GA,30010,33.960353,-84.037859,-5,1
Gainesville,FL,32635,29.681312,-82.353862,-5,1
Casselberry,FL,32718,28.744752,-81.22328,-5,1
Boca Raton,FL,33486,26.344955,-80.11226,-5,1
Labelle,FL,33975,26.742327,-81.27863,-5,1
Mansfield,OH,44903,40.766589,-82.51869,-5,1
Fawn Grove,PA,17321,39.747204,-76.44339,-5,1
Horseshoe Beach,FL,32648,29.458513,-83.27604,-5,1
Miami,FL,33125,25.782176,-80.23607,-5,1
Miami,FL,33195,25.772876,-80.187019,-5,1
Silver Spring,MD,20907,39.143979,-77.207617,-5,1
Kingsville,MD,21087,39.444457,-76.40817,-5,1
Frederick,MD,21703,39.385165,-77.4539,-5,1
Arlington,VA,22204,38.860247,-77.09627,-5,1
Plum Branch,SC,29845,33.84674,-82.23442,-5,1
Hilton Head Island,SC,29928,32.159476,-80.75144,-5,1
Snellville,GA,30078,33.860955,-84.01807,-5,1
Numidia,PA,17858,41.042106,-76.424297,-5,1
Jasper,AL,35501,33.828412,-87.27632,-6,1
Goffstown,NH,3045,43.037495,-71.57023,-5,1
Keene,NH,3435,42.947098,-72.243029,-5,1
Wells River,VT,5081,44.135828,-72.09061,-5,1
Bristol,CT,6011,41.791776,-72.718832,-5,1
Ellington,CT,6029,41.909147,-72.45026,-5,1
Plainfield,MA,1070,42.515853,-72.91661,-5,1
Newton,MA,2195,42.446396,-71.459405,-5,1
Portland,IN,47371,40.419489,-84.96936,-5,0
Santa Claus,IN,47579,38.115573,-86.91993,-6,1
Mount Ayr,IN,47964,40.952608,-87.29837,-6,1
Sunfield,MI,48890,42.759217,-84.98054,-5,1
Winston,KY,40495,37.709721,-84.082894,-5,1
Hoytville,OH,43529,41.190401,-83.78249,-5,1
Chesterland,OH,44026,41.526301,-81.33683,-5,1
Cincinnati,OH,45239,39.207558,-84.57299,-5,1
Rockford,OH,45882,40.682303,-84.67806,-5,1
Mobile,AL,36663,30.81901,-88.231726,-6,1
Franklin,TN,37065,35.895085,-86.921416,-6,1
Clinton,TN,37717,36.110028,-84.167208,-5,1
Knoxville,TN,37932,35.919695,-84.17255,-5,1
Somerville,TN,38068,35.275036,-89.32907,-6,1
Beech Bluff,TN,38313,35.601914,-88.62354,-6,1
Greenwood,MS,38935,33.523355,-90.27757,-6,1
Falmouth,MI,49632,44.233529,-84.97463,-5,1
Readlyn,IA,50668,42.693119,-92.22915,-6,1
Greenfield,IA,50849,41.308843,-94.42424,-6,1
Oneonta,AL,35121,33.944897,-86.45813,-6,1
Albuquerque,NM,87195,35.044339,-106.672872,-7,1
Pasadena,CA,91191,33.786594,-118.298662,-8,1
Rancho Santa Fe,CA,92091,32.993541,-117.21311,-8,1
Palm Desert,CA,92211,33.759409,-116.32317,-8,1
San Bernardino,CA,92423,34.839964,-115.967051,-8,1
Moreno Valley,CA,92551,33.889035,-117.22046,-8,1
Daly City,CA,94017,37.381144,-122.334825,-8,1
Seattle,WA,98126,47.54687,-122.3748,-8,1
Boise,ID,83712,43.595763,-116.16367,-7,1
Springville,UT,84663,40.168205,-111.59577,-7,1
Elsinore,UT,84724,38.686793,-112.14565,-7,1
Powells Crossroads,TN,37937,35.187308,-85.47929,-6,1
Golden,MS,38847,34.428899,-88.22647,-6,1
Danube,MN,56230,44.79129,-95.09671,-6,1
Marion,SD,57043,43.42258,-97.29026,-6,1
Streeter,ND,58483,46.631342,-99.39898,-6,1
Avoca,WI,53506,43.15498,-90.28594,-6,1
Butternut,WI,54514,46.024995,-90.44778,-6,1
Hastings,MN,55033,44.726517,-92.86147,-6,1
North Branch,MN,55056,45.509818,-92.97816,-6,1
Hudsonville,MI,49426,42.873302,-85.87861,-5,1
Charter Oak,IA,51439,42.08255,-95.57938,-6,1
Inez,KY,41224,37.866327,-82.52903,-5,1
Olaton,KY,42361,37.517388,-86.6846,-6,1
Blackford,KY,42403,37.448198,-87.93391,-6,1
Blacklick,OH,43004,39.998073,-82.8052,-5,1
Troy,MT,59935,48.671585,-115.862,-7,1
Hillsboro,MO,63050,38.259946,-90.5666,-6,1
Morse Mill,MO,63066,38.280943,-90.652057,-6,1
Oxford,IN,47971,40.520834,-87.2444,-5,0
Waverly Hall,GA,31831,32.698622,-84.71552,-5,1
Fort Lauderdale,FL,33303,26.196911,-80.095165,-5,1
Washington,DC,20538,38.893311,-77.014647,-5,1
Henderson,MD,21640,39.07733,-75.79992,-5,1
Luray,VA,22875,38.665568,-78.466716,-5,1
Wylliesburg,VA,23976,36.848612,-78.59064,-5,1
Waterport,NY,14571,43.34653,-78.25412,-5,1
Jacksonville,NY,14854,42.50632,-76.608222,-5,1
Altavista,VA,24517,37.127543,-79.27409,-5,1
Vansant,VA,24656,37.198005,-82.12193,-5,1
Charleston,WV,25334,38.296818,-81.554655,-5,1
Thurmond,WV,25936,37.930061,-81.05964,-5,1
North Fort Myers,FL,33918,26.71613,-81.607007,-5,1
Gladeville,TN,37071,36.156231,-86.304922,-6,1
Bowmansville,PA,17507,40.196641,-76.016047,-5,1
